,title,type,similarity,duration,sale,date,bgm,language,genre,public_time
805,胖佳佳大码短袖针织衫夏季薄款刺绣甜美减龄木耳边小香风短款上衣,服装,0.6484996999999999,13,650,2020/7/12 17:35,我怎么这么好看 (完整版) - 虞书欣,,,
806,APM天丝雪纺格纹防晒衬衫,美妆,1.0,6,13000,2020/7/12 17:37,On a Slow Boat to China - Luke Thompson,英语,Folk,2012-11-15
807,【金屋】新款时尚女士蕾丝花边小披肩领子,服装,1.0,23,3760,2020/7/12 17:38,漂洋过海来看你 - 宇霸霸,国语,Soundtrack,2017-03-23
808,A瓷砖切割片锯片超薄干切专用不崩边细波纹片大理石花岗岩切,家装,1.0,13,58,2020/7/12 17:39,怎么爱都爱不够 (片段)(DJ何鹏版) - 崔伟立、孙艺琪,,,
809,ACE 韩国chic清新田园复古风印花上衣2020秋季遮肉泡泡袖衬衣 021,饰品,0.70710677,7,54,2020/7/12 17:39,都是月亮惹的祸 - 颜妹,,,
810,小码凉鞋女313233百搭2020新款夏猫跟一字扣大码高跟鞋41 42 43码,服装,1.0,11,28,2020/7/12 17:45,炸山姑娘 - 刘妍菲,,,
811,U.VN 绿色毛毛开衫外套女2020秋冬中长款慵懒风过膝毛针织衫大衣,服装,0.70710677,8,201,2020/7/12 17:46,다시 너를 (再次见到你) - Mad Clown、金娜英,国语,,2019-12-26
812,短袖T恤男女宽松潮牌欧美街头嘻哈情侣装夏装小熊印花小众设计感,服装,0.6098339,7,10,2020/7/12 17:47,Back And Forth (Extended Mix) - 未知,法语,Dance,2014-04-25
813,MCR大码女装国潮风复古旗袍胖人改良旗袍复古格子旗袍显瘦连衣裙,服装,0.90180236,19,63,2020/7/12 17:48,like That (完整DJ原版) - Good正点,,,
814,实拍-现货2020大码女装夏装新款网红时尚短袖短裤两套装,服装,0.67028403,10,169,2020/7/12 17:49,不爱我就别伤害我 - 伤帅、安儿陈,国语,,2019-08-22
815,茵茵情侣装夏装条纹T恤+背带裤套装女2020新款小众设计感学生套装,服装,1.0,14,103,2020/7/12 17:51,你懂得 (片段) - 阿悠悠,国语,,2020-06-08
816,优必克官方旗舰店 Q系列陨石黑壁挂式轨道插座可移动轨道插座家用,家装,0.6099686,15,1431,2020/7/12 17:51,许多年以后 - 小阿枫,国语,Pop,2014-04-14
817,尊皇御格 手机包 002,数码,1.0,16,1640,2020/7/12 18:05,玩腻 - M3,,,
818,【金屋】新款时尚女士蕾丝花边小披肩领子,服装,1.0,23,3760,2020/7/12 18:13,漂洋过海来看你 (DJ版) - 宇霸霸,国语,Pop,2017-04-25
819,PAPERLLL西装连衣裙女神范气质收腰黑色夏修身短袖两件套时尚短裙,服装,0.70710677,7,185,2020/7/12 18:15,Earthquake (Jason.c Extended Mix) - Jason.c,纯音乐,Pop,2017-06-29
820,陕西板栗南瓜净重5斤/9斤包邮，粉糯甜，浓香板栗味,食品,0.70710677,26,1230,2020/7/12 18:15,1967 - Gontiti,纯音乐,Classical,
821,INN定制 水蓝吸晴甜美微领蕾丝裙精致镂空V领显瘦短裙,家装,0.70710677,10,102,2020/7/12 18:22,忽然之间 口琴 - 未知,纯音乐,,2020-01-15
822,2020年春季新款韩版时尚洋气百搭上衣吊带裙100002.1475,服装,0.70710677,6,7,2020/7/12 18:25,Betsy's Silent Movie - Lluís Coloma,其他,Latin,2016-09-23
823,8869#高腰百搭破洞哈伦裤,服装,0.7694780999999999,9,825,2020/7/12 18:26,背对背拥抱 (抖音DJ原版) - 蒋先生,国语,Dance,2020-07-08
824,阿周家胖mm大码明线不规则半身裙女夏季新款高腰黑色显瘦a字短裙,服装,0.7694780999999999,9,291,2020/7/12 18:28,柴 鱼 の c a l l i n g - 幸子小姐拜托了,英语,Pop,2017-07-30
825,伟薇2020夏季新款高级苎麻短款上衣20S20062,服装,1.0,15,82,2020/7/12 18:32,哭砂 (钢琴版) - 赵海洋,纯音乐,Pop,2010-01-01
826,旅拍沙漠长裙超长款大码及踝长袖超大裙摆雪纺仙女连衣裙海边沙滩,服装,1.0,11,121,2020/7/12 18:36,小行囊 - 马健涛,国语,Pop,2020-06-16
827,法儿家韩国2020年新款东大门女装夏淡黄色长裙约会温柔风衬衫裙子,服装,0.7694780999999999,36,581,2020/7/12 18:37,最最 - 姚慧汶、花草乐园会,国语,Pop,2018-09-14
828,秦巴奶奶麻什猫耳朵手工传统面食350gX3袋,鞋靴,0.9299225,82,12000,2020/7/12 18:45,Dancing Butterflies - PM Artist Sessions Project,纯音乐,WorldMusic,2011-07-29
829,阿迪达斯官网adidas neo 蛋黄哥联名女装运动套头衫GL7233 GL7234,运动,1.0,19,19,2020/7/12 18:47,Small Axe (Paul & Price Remix) - Bob Marley & The Wailers,英语,Electronica,2015-11-05
830,分体加厚小青柑杯,内衣,0.7889095,11,742,2020/7/12 18:50,新壶中天 - 崔子格,国语,Pop,2018-08-13
831,禾可可粉色显瘦百搭休闲裤子女宽松直筒2020新款高腰阔腿裤女夏,服装,0.63867325,13,127,2020/7/12 18:58,我们背对背拥抱 (抖音DJ) - 未知,,,
832,布丁妹妹 IBEANS宠物卵磷精华素天然狗狗卵磷脂营养补充美毛护眼,医药,1.0,48,468,2020/7/12 18:59,Memories(Bring Back You)[Originally Performed by Maroon 5] - Simon Bacille,纯音乐,Pop,2020-07-15
833,王少女的店 短袖t恤连衣裙 2020新款夏宽松韩版黑白色短裙子套装,服装,0.70710677,18,631,2020/7/12 19:01,惊雷 - 何小林,国语,Pop,2020-04-08
